X,Y,Curve
722665.5073,3003790.614,0
722656.4115,3003786.742,0
722647.281,3003782.869,0
722638.1672,3003779.001,0
722629.0383,3003775.038,0
722619.7459,3003770.898,0
722610.5864,3003766.816,0
722601.3645,3003762.786,0
722592.2538,3003758.965,0
722583.148,3003755.15,0
722573.9974,3003751.288,0
722565.0316,3003747.408,0
722555.931,3003743.463,0
722546.8787,3003739.542,0
722537.7844,3003735.632,0
722528.5898,3003731.682,0
722519.5063,3003727.781,0
722510.3104,3003723.956,0
722501.2224,3003720.195,0
722492.0823,3003716.411,0
722482.9845,3003712.589,0
722473.9755,3003708.787,0
722464.8357,3003704.93,0
722455.795,3003701.129,0
722446.702,3003697.314,0
722437.6248,3003693.506,0
722428.5376,3003689.696,0
722419.3107,3003685.828,0
722410.2216,3003682.017,0
722401.0763,3003678.183,0
722392.067,3003674.403,0
722383.0605,3003670.625,0
722373.9129,3003666.812,0
722364.7654,3003663.049,0
722355.4653,3003659.222,0
722346.2473,3003655.407,0
722337.0983,3003651.559,0
722327.8677,3003647.673,0
722318.7569,3003643.849,0
722309.5648,3003640.026,0
722300.4682,3003636.243,0
722291.3054,3003632.447,0
722282.0953,3003628.688,0
722272.9481,3003624.959,0
722263.6643,3003621.158,0
722254.5205,3003617.349,0
722245.2951,3003613.501,0
722236.052,3003609.646,0
722226.9071,3003605.841,0
722217.6402,3003601.986,0
722208.5091,3003598.187,0
722199.3258,3003594.365,0
722190.1662,3003590.553,0
722181.0046,3003586.743,0
722171.7599,3003582.918,0
722162.5929,3003579.128,0
722153.291,3003575.283,0
722144.0874,3003571.487,0
722134.8651,3003567.684,0
722125.5742,3003563.837,0
722116.4837,3003560.037,0
722107.3018,3003556.197,0
722098.2363,3003552.382,0
722089.1765,3003548.529,0
722080.0843,3003544.66,0
722071.1125,3003540.822,0
722062.0191,3003536.905,0
722053.0557,3003533.043,0
722043.9946,3003529.207,0
722034.9046,3003525.433,0
722025.8747,3003521.683,0
722016.6813,3003517.813,0
722007.5654,3003513.931,0
721998.3472,3003510.004,0
721989.1726,3003506.083,0
721980.0168,3003502.161,0
721970.7931,3003498.207,0
721961.8012,3003494.381,0
721952.7903,3003490.564,0
721943.866,3003486.783,0
721934.8319,3003482.983,0
721925.6342,3003479.131,0
721916.5575,3003475.329,0
721907.3272,3003471.358,0
721898.1639,3003467.351,0
721888.9761,3003463.334,0
721879.7572,3003459.331,0
721870.6541,3003455.397,0
721861.4171,3003451.406,0
721852.3099,3003447.426,0
721843.1668,3003443.4,0
721834.0227,3003439.374,0
721824.9425,3003435.377,0
721815.7639,3003431.336,0
721806.7339,3003427.361,0
721797.5995,3003423.346,0
721788.5043,3003419.355,0
721779.4721,3003415.392,0
721770.3435,3003411.381,0
721761.3362,3003407.415,0
721752.1979,3003403.392,0
721743.1364,3003399.403,0
721734.1024,3003395.425,0
721724.9936,3003391.416,0
721715.9469,3003387.43,0
721706.7231,3003383.365,0
721697.6193,3003379.353,0
721688.522,3003375.313,0
721679.392,3003371.209,0
721670.4156,3003367.173,0
721661.2969,3003363.104,0
721652.233,3003359.137,0
721643.1217,3003355.153,0
721633.9871,3003351.145,0
721624.9174,3003347.107,0
721615.7013,3003342.999,0
721606.5645,3003338.942,0
721597.3841,3003334.998,0
721588.3048,3003331.109,0
721579.3417,3003327.269,0
721570.1158,3003323.262,0
721561.0582,3003319.322,0
721551.9485,3003315.359,0
721542.8814,3003311.4,0
721533.8036,3003307.43,0
721524.5446,3003303.38,0
721515.4074,3003299.347,0
721506.1124,3003295.206,0
721496.7889,3003291.052,0
721487.5283,3003286.929,0
721478.4329,3003282.883,0
721469.3818,3003278.857,0
721460.2078,3003274.829,0
721451.3088,3003271.005,0
721442.3359,3003267.149,0
721433.3361,3003263.249,0
721424.3784,3003259.326,0
721415.2809,3003255.34,0
721406.3144,3003251.349,0
721397.2171,3003247.239,0
721388.175,3003243.154,0
721379.1799,3003239.155,0
721370.1032,3003235.169,0
721361.1505,3003231.237,0
721352.0689,3003227.196,0
721343.0438,3003223.148,0
721334.0454,3003219.112,0
721324.941,3003215.011,0
721315.9734,3003210.967,0
721306.9321,3003206.888,0
721297.9705,3003202.839,0
721289.0139,3003198.79,0
721280.0219,3003194.725,0
721271.0553,3003190.685,0
721261.9143,3003186.573,0
721252.9042,3003182.52,0
721243.8638,3003178.443,0
721234.8156,3003174.358,0
721225.849,3003170.31,0
721216.8995,3003166.138,0
721208.1876,3003161.99,0
721199.3695,3003157.792,0
721190.495,3003153.637,0
721181.5744,3003149.515,0
721172.5436,3003145.342,0
721163.6315,3003141.239,0
721154.5874,3003137.089,0
721145.6072,3003132.967,0
721136.6433,3003128.875,0
721127.5344,3003124.746,0
721118.5474,3003120.673,0
721109.4447,3003116.521,0
721100.4295,3003112.362,0
721091.4221,3003108.207,0
721082.3255,3003104.05,0
721073.3267,3003100.024,0
721064.2,3003095.943,0
721055.2026,3003091.949,0
721046.0743,3003088.012,0
721036.9567,3003084.084,0
721027.9712,3003080.202,0
721018.8686,3003076.156,0
721009.9285,3003072.178,0
721000.8899,3003068.155,0
720991.8236,3003064.132,0
720982.8074,3003060.132,0
720973.7116,3003056.097,0
720964.6103,3003052.142,0
720955.3382,3003048.145,0
720946.0986,3003044.161,0
720936.9156,3003040.232,0
720927.6474,3003036.292,0
720918.4905,3003032.398,0
720909.2702,3003028.443,0
720900.1985,3003024.499,0
720891.0834,3003020.536,0
720881.9121,3003016.558,0
720872.8979,3003012.67,0
720863.7271,3003008.716,0
720854.6892,3003004.822,0
720845.5969,3003000.914,0
720836.487,3002996.998,0
720827.4745,3002993.123,0
720818.3334,3002989.172,0
720809.3163,3002985.274,0
720800.2559,3002981.358,0
720791.0504,3002977.463,0
720781.9087,3002973.6,0
720772.6479,3002969.685,0
720763.5759,3002965.919,0
720754.3994,3002962.121,0
720745.2868,3002958.352,0
720736.2079,3002954.471,0
720727.001,3002950.481,0
720717.9466,3002946.557,0
720708.7842,3002942.573,0
720699.7353,3002938.625,0
720690.6882,3002934.679,0
720681.469,3002930.712,0
720672.2812,3002926.818,0
720662.9349,3002922.858,0
720653.7565,3002918.939,0
720644.6095,3002914.977,0
720635.4095,3002910.991,0
720626.3007,3002907.056,0
720617.1726,3002903.151,0
720608.1507,3002899.293,0
720599.0058,3002895.382,0
720589.8237,3002891.446,0
720580.7006,3002887.535,0
720571.4584,3002883.577,0
720562.3592,3002879.713,0
720553.139,3002875.796,0
720543.9897,3002871.909,0
720534.9393,3002868.04,0
720525.7924,3002864.129,0
720516.7783,3002860.274,0
720507.685,3002856.304,0
720498.7039,3002852.378,0
720489.7003,3002848.442,0
720480.5064,3002844.493,0
720471.4561,3002840.614,0
720462.2256,3002836.656,0
720453.1796,3002832.757,0
720444.1101,3002828.842,0
720435.011,3002824.916,0
720425.9539,3002821.081,0
720416.7576,3002817.212,0
720407.7021,3002813.402,0
720398.5688,3002809.609,0
720389.45,3002805.845,0
720380.3813,3002802.102,0
720371.0897,3002798.24,0
720361.8653,3002794.388,0
720352.5207,3002790.486,0
720343.4048,3002786.725,0
720334.4485,3002783.074,0
720325.3653,3002779.371,0
720316.3736,3002775.761,0
720307.1788,3002772.136,0
720298.0884,3002768.553,0
720288.9991,3002764.966,0
720279.843,3002761.344,0
720270.8129,3002757.773,0
720261.5563,3002754.108,0
720252.3748,3002750.464,0
720243.1676,3002746.811,0
720233.9213,3002743.13,0
720224.829,3002739.487,0
720215.5939,3002735.786,0
720206.4601,3002732.131,0
720197.1871,3002728.439,0
720187.927,3002724.752,0
720178.7727,3002721.135,0
720169.7316,3002717.679,0
720160.8382,3002714.283,0
720151.789,3002710.831,0
720142.4351,3002707.289,0
720133.1224,3002703.765,0
720123.6603,3002700.169,0
720114.3119,3002696.476,0
720104.8021,3002692.715,0
720095.3069,3002688.969,0
720086.0175,3002685.477,0
720076.5634,3002681.928,0
720067.2141,3002678.403,0
720057.8327,3002674.671,1
720048.5754,3002670.984,0
720039.2907,3002667.279,0
720029.8878,3002663.471,0
720020.6188,3002659.717,0
720011.2048,3002655.923,0
720002.0827,3002652.327,0
719992.8947,3002648.705,0
719983.7116,3002645.084,0
719974.5955,3002641.491,0
719965.3444,3002637.845,0
719956.2757,3002634.26,0
719947.0736,3002630.595,0
719937.9216,3002626.95,0
719928.7797,3002623.355,0
719919.4331,3002619.785,0
719910.2588,3002616.281,0
719900.9607,3002612.764,0
719891.7365,3002609.339,0
719882.5161,3002605.917,0
719873.2651,3002602.488,0
719864.2308,3002599.147,0
719855.0446,3002595.751,0
719845.923,3002592.297,0
719836.6807,3002588.656,0
719827.401,3002584.998,0
719818.2413,3002581.453,0
719808.8901,3002577.965,0
719799.7124,3002574.542,0
719790.4381,3002571.029,0
719781.0537,3002567.344,0
719771.7353,3002563.683,0
719762.2798,3002559.984,0
719752.8245,3002556.329,0
719743.2873,3002552.643,0
719733.8464,3002549.014,0
719724.5344,3002545.557,0
719715.0804,3002542.049,0
719705.8067,3002538.607,0
719696.4763,3002535.121,0
719687.2346,3002531.667,0
719678.0343,3002528.229,0
719668.7146,3002524.696,0
719659.4926,3002521.192,0
719650.112,3002517.627,0
719640.9397,3002514.169,0
719631.7388,3002510.709,0
719622.4323,3002507.211,0
719613.2048,3002503.792,0
719603.7954,3002500.342,0
719594.4845,3002496.927,0
719585.1671,3002493.546,0
719575.8876,3002490.207,0
719566.6406,3002486.88,0
719557.2014,3002483.318,0
719547.8565,3002479.635,0
719538.3698,3002475.897,0
719529.0181,3002472.264,0
719519.8537,3002468.751,0
719510.4844,3002465.161,0
719501.3373,3002461.736,0
719492.127,3002458.351,0
719482.9561,3002454.979,0
719473.6523,3002451.555,0
719464.1317,3002448.051,0
719454.7136,3002444.584,0
719445.2953,3002441.182,0
719436.0225,3002437.851,0
719426.7507,3002434.521,0
719417.5126,3002431.024,0
719408.4314,3002427.571,0
719399.2132,3002424.07,0
719389.7646,3002420.586,0
719380.311,3002417.1,0
719370.892,3002413.627,0
719361.6359,3002410.191,0
719352.2763,3002406.717,0
719343.0952,3002403.308,0
719333.7359,3002399.817,0
719324.4377,3002396.35,0
719315.2723,3002392.945,0
719305.8661,3002389.583,0
719296.6639,3002386.294,0
719287.3514,3002382.967,0
719278.176,3002379.677,0
719269.0312,3002376.398,0
719259.7937,3002373.084,0
719250.6698,3002369.688,0
719241.4139,3002366.235,0
719232.2665,3002362.823,0
719223.0966,3002359.443,0
719213.8666,3002356.047,0
719204.7626,3002352.698,0
719195.3827,3002349.307,0
719186.1078,3002345.976,0
719176.7738,3002342.623,0
719167.4422,3002339.247,0
719158.2084,3002335.893,0
719148.8484,3002332.495,0
719139.6029,3002329.13,0
719130.2323,3002325.714,0
719120.8636,3002322.299,0
719111.5989,3002318.843,0
719102.1989,3002315.237,0
719092.9309,3002311.681,0
719083.5585,3002308.082,0
719074.3016,3002304.519,0
719065.0702,3002300.966,0
719055.6912,3002297.408,0
719046.447,3002294.019,0
719037.0669,3002290.579,0
719027.7698,3002287.154,0
719018.4944,3002283.682,0
719009.1598,3002280.188,0
718999.9393,3002276.749,0
718990.4685,3002273.277,0
718981.1307,3002269.853,0
718971.7741,3002266.424,0
718962.5031,3002263.039,0
718953.3099,3002259.682,0
718943.9521,3002256.264,0
718934.8083,3002252.915,0
718925.5128,3002249.512,0
718916.2104,3002246.102,0
718906.945,3002242.624,0
718897.4952,3002239.077,0
718888.1784,3002235.583,0
718878.8275,3002232.113,0
718869.5417,3002228.666,0
718860.2372,3002225.205,0
718850.8048,3002221.629,0
718841.4867,3002218.095,0
718832.0256,3002214.518,0
718822.598,3002211.005,0
718813.1714,3002207.493,0
718803.773,3002203.963,0
718794.6884,3002200.458,0
718785.4846,3002196.907,0
718776.399,3002193.405,0
718767.2404,3002189.883,0
718758.0817,3002186.363,0
718748.9729,3002182.881,0
718739.5982,3002179.35,0
718730.3781,3002175.878,0
718721.0565,3002172.377,0
718711.7175,3002168.896,0
718702.487,3002165.454,0
718693.1132,3002161.929,0
718683.9447,3002158.402,0
718674.6836,3002154.838,0
718665.4679,3002151.284,0
718656.2261,3002147.692,0
718646.8799,3002144.058,0
718637.7162,3002140.538,0
718628.5933,3002137.235,0
718619.5542,3002133.962,0
718610.5103,3002130.68,0
718601.1572,3002127.214,0
718591.9282,3002123.795,0
718582.5495,3002120.316,0
718573.3096,3002116.785,0
718564.0283,3002113.237,0
718554.7421,3002109.69,0
718545.4823,3002106.215,0
718536.0816,3002102.693,0
718526.8286,3002099.227,0
718517.4771,3002095.723,0
718508.1315,3002092.222,0
718498.84,3002088.743,0
718489.4284,3002085.271,0
718480.1564,3002081.872,0
718470.7395,3002078.42,0
718461.4115,3002074.992,0
718452.1091,3002071.57,0
718442.6756,3002068.1,0
718433.4544,3002064.633,0
718424.156,3002061.092,0
718414.9631,3002057.592,0
718405.7119,3002054.078,0
718396.3542,3002050.527,0
718387.0813,3002047.009,0
718377.6807,3002043.471,0
718368.4118,3002040.004,0
718359.1104,3002036.525,0
718349.81,3002033.04,0
718340.5866,3002029.578,0
718331.2144,3002026.061,0
718321.9052,3002022.63,0
718312.4483,3002019.191,0
718302.9993,3002015.756,0
718293.573,3002012.328,0
718283.9978,3002008.846,0
718274.4996,3002005.39,0
718265.0166,3002001.743,0
718255.6737,3001998.024,0
718246.3643,3001994.319,0
718236.9529,3001990.598,0
718227.6901,3001986.949,0
718218.2903,3001983.249,0
718208.9986,3001979.721,0
718199.7317,3001976.247,0
718190.389,3001972.746,0
718181.1132,3001969.327,0
718171.6932,3001965.87,0
718162.4527,3001962.474,0
718153.2614,3001958.988,0
718144.0892,3001955.487,0
718135.048,3001952.035,0
718125.7023,3001948.475,0
718116.4796,3001944.965,0
718107.1988,3001941.436,0
718097.9888,3001938.049,0
718088.8385,3001934.711,0
718079.5847,3001931.336,0
718070.4566,3001928.034,0
718061.2435,3001924.709,0
718052.0936,3001921.406,0
718042.836,3001918.019,0
718033.4004,3001914.546,0
718024.0722,3001911.114,0
718014.678,3001907.714,0
718005.3808,3001904.382,0
717996.0313,3001901.031,0
717986.6866,3001897.632,0
717977.4942,3001894.259,0
717968.1304,3001890.822,0
717958.938,3001887.393,0
717949.7667,3001883.944,0
717940.5561,3001880.478,0
717931.3411,3001877.036,0
717921.9465,3001873.539,0
717912.6762,3001870.086,0
717903.4265,3001866.581,0
717894.202,3001863.061,0
717885.0463,3001859.571,0
717875.7084,3001856.123,0
717866.4694,3001852.747,0
717857.1466,3001849.337,0
717847.9173,3001845.862,0
717838.7267,3001842.379,0
717829.4189,3001838.855,0
717820.1938,3001835.421,0
717810.8945,3001831.971,0
717801.7048,3001828.557,0
717792.492,3001825.042,0
717783.2193,3001821.488,0
717774.0737,3001817.989,0
717764.7256,3001814.553,0
717755.4568,3001811.172,0
717746.1723,3001807.785,0
717736.8395,3001804.381,0
717727.6043,3001801.013,0
717718.2469,3001797.598,0
717708.9645,3001794.202,0
717699.5866,3001790.767,0
717690.2235,3001787.335,0
717680.9647,3001783.897,0
717671.6124,3001780.412,0
717662.3903,3001776.971,0
717653.1433,3001773.423,0
717643.9314,3001769.856,0
717634.7646,3001766.309,0
717625.4228,3001762.792,0
717616.1859,3001759.349,0
717606.8573,3001755.872,0
717597.5956,3001752.421,0
717588.3517,3001748.976,0
717578.9945,3001745.488,0
717569.7457,3001742.041,0
717560.3678,3001738.547,0
717551.0795,3001735.086,0
717541.7796,3001731.671,0
717532.4486,3001728.267,0
717523.2379,3001724.908,0
717513.8593,3001721.453,0
717504.5943,3001718.022,0
717495.2751,3001714.572,0
717485.9955,3001711.122,0
717476.8156,3001707.701,0
717467.5303,3001704.241,0
717458.3421,3001700.838,0
717449.0316,3001697.402,0
717439.7693,3001693.985,0
717430.5193,3001690.546,0
717421.1159,3001687.025,0
717411.8407,3001683.554,0
717402.4905,3001680.054,0
717393.2439,3001676.593,0
717384.0041,3001673.134,0
717374.657,3001669.63,0
717365.4223,3001666.16,0
717356.0281,3001662.631,0
717346.7427,3001659.172,0
717337.4462,3001655.775,0
717328.1133,3001652.366,0
717318.8684,3001648.975,0
717309.4931,3001645.49,0
717300.2371,3001642.048,0
717290.929,3001638.582,0
717281.6431,3001635.093,0
717272.4301,3001631.632,0
717263.1274,3001628.137,0
717253.8531,3001624.664,0
717244.4931,3001621.158,0
717235.1587,3001617.659,0
717225.8973,3001614.129,0
717216.5129,3001610.542,0
717207.219,3001606.995,0
717197.9017,3001603.539,0
717188.6144,3001600.125,0
717179.3213,3001596.705,0
717170.0187,3001593.205,0
717160.8574,3001589.73,0
717151.5719,3001586.212,0
717142.2923,3001582.817,0
717132.9761,3001579.464,0
717123.5999,3001576.09,0
717114.4018,3001572.734,0
717105.1332,3001569.329,0
717095.9877,3001565.969,0
717086.7191,3001562.562,0
717077.4249,3001559.144,0
717068.2076,3001555.755,0
717058.9265,3001552.324,0
717049.8073,3001548.938,0
717040.5974,3001545.517,0
717031.3556,3001542.167,0
717022.1032,3001538.91,0
717012.7009,3001535.601,0
717003.4137,3001532.239,0
716994.0608,3001528.715,0
716984.7749,3001525.217,0
716975.5255,3001521.727,0
716966.2132,3001518.208,0
716957.0162,3001514.731,0
716947.7109,3001511.206,0
716938.4709,3001507.689,0
716929.2546,3001504.18,0
716919.9975,3001500.675,0
716910.7295,3001497.229,0
716901.363,3001493.746,0
716892.1156,3001490.311,0
716882.8521,3001486.892,0
716873.5688,3001483.465,0
716864.3626,3001480.058,0
716854.9893,3001476.506,0
716845.6979,3001472.979,0
716836.3098,3001469.424,0
716826.9918,3001465.996,0
716817.7653,3001462.615,0
716808.4047,3001459.186,0
716799.0951,3001455.792,0
716789.6809,3001452.365,0
716780.2983,3001448.942,0
716771.0897,3001445.446,0
716761.8148,3001441.879,0
716752.6265,3001438.349,0
716743.3012,3001434.827,0
716734.0169,3001431.344,0
716724.6971,3001427.851,0
716715.3178,3001424.407,0
716706.015,3001421.018,0
716696.5744,3001417.567,0
716687.359,3001414.003,0
716678.1308,3001410.369,0
716668.9074,3001406.746,0
716659.7109,3001403.29,0
716650.3904,3001399.834,0
716641.1742,3001396.419,0
716631.8005,3001393.0,0
716622.4373,3001389.6,0
716613.1422,3001386.225,0
716603.7285,3001382.817,0
716594.445,3001379.457,0
716585.0836,3001376.066,0
716575.7811,3001372.66,0
716566.5249,3001369.263,0
716557.1959,3001365.836,0
716547.9225,3001362.409,0
716538.5407,3001358.937,0
716529.2594,3001355.504,0
716519.9382,3001352.082,0
716510.5716,3001348.649,0
716501.3321,3001345.261,0
716491.9989,3001341.788,0
716482.7695,3001338.334,0
716473.4879,3001334.861,0
716464.1491,3001331.365,0
716454.8734,3001327.893,0
716445.513,3001324.387,0
716436.2377,3001320.949,0
716426.8575,3001317.495,0
716417.499,3001314.051,0
716408.2448,3001310.65,0
716398.9038,3001307.226,0
716389.6653,3001303.838,0
716380.3199,3001300.432,0
716370.9996,3001297.072,0
716361.6792,3001293.713,0
716352.2531,3001290.335,0
716342.9777,3001287.067,0
716333.5693,3001283.751,0
716324.206,3001280.409,0
716314.8953,3001276.889,0
716305.5276,3001273.347,0
716296.2574,3001269.834,0
716286.9382,3001266.238,0
716277.6859,3001262.668,0
716268.3379,3001259.068,0
716259.0304,3001255.538,0
716249.7849,3001252.033,0
716240.4426,3001248.506,0
716231.2116,3001245.139,0
716221.9046,3001241.747,0
716212.5928,3001238.35,0
716203.3605,3001234.939,0
716193.9992,3001231.479,0
716184.7405,3001228.048,0
716175.4447,3001224.528,0
716166.1587,3001221.008,0
716156.8953,3001217.506,0
716147.4506,3001213.99,0
716138.1498,3001210.526,0
716128.7435,3001207.027,0
716119.4907,3001203.596,0
716110.2734,3001200.177,0
716100.9679,3001196.699,0
716091.7463,3001193.13,0
716082.4813,3001189.544,0
716073.3243,3001186.018,0
716063.9903,3001182.525,0
716054.6533,3001179.031,0
716045.4522,3001175.59,0
716036.0647,3001172.087,0
716026.7739,3001168.62,0
716017.4258,3001165.135,0
716008.1059,3001161.679,0
715998.8452,3001158.247,0
715989.4573,3001154.766,0
715980.2021,3001151.299,0
715970.8456,3001147.785,0
715961.5068,3001144.277,0
715952.2706,3001140.8,0
715942.9191,3001137.279,0
715933.669,3001133.802,0
715924.252,3001130.454,0
715914.8997,3001127.211,0
715905.5543,3001123.965,0
715896.1428,3001120.528,0
715886.8511,3001117.052,0
715877.4588,3001113.537,0
715868.1944,3001110.026,0
715858.9304,3001106.488,0
715849.6201,3001102.933,0
715840.3873,3001099.431,0
715831.0182,3001095.892,0
715821.6501,3001092.356,0
715812.2855,3001088.789,0
715802.9714,3001085.223,0
715793.739,3001081.691,0
715784.3547,3001078.174,0
715775.0456,3001074.722,0
715765.7059,3001071.258,0
715756.4019,3001067.798,0
715747.1629,3001064.359,0
715737.8343,3001060.885,0
715728.585,3001057.414,0
715719.2088,3001053.884,0
715709.9409,3001050.397,0
715700.6971,3001046.95,0
715691.3693,3001043.487,0
715682.1706,3001040.073,0
715672.7969,3001036.623,0
715663.4732,3001033.208,0
715654.1338,3001029.786,0
715644.7832,3001026.431,0
715635.5079,3001023.146,0
715626.0886,3001019.808,0
715616.8949,3001016.614,0
715607.7399,3001013.479,0
715598.5731,3001010.339,0
715589.4543,3001007.175,0
715580.202,3001003.931,0
715571.0552,3001000.723,0
715561.7925,3000997.447,0
715552.5243,3000994.146,0
715543.3163,3000990.865,0
715534.0295,3000987.551,0
715524.8275,3000984.262,0
715515.4875,3000980.923,0
715506.2354,3000977.61,0
715497.0149,3000974.303,0
715487.7273,3000970.972,0
715478.4994,3000967.632,0
715469.1477,3000964.226,0
715459.8453,3000960.838,0
715450.5451,3000957.435,0
715441.2312,3000954.017,0
715432.0061,3000950.631,0
715422.7145,3000947.303,0
715413.5245,3000944.067,0
715404.3039,3000940.819,0
715395.0156,3000937.532,0
715385.7855,3000934.256,0
715376.4402,3000930.938,0
715367.1969,3000927.628,0
715357.9016,3000924.28,0
715348.6004,3000920.93,0
715339.3819,3000917.561,0
715330.0516,3000914.116,0
715320.811,3000910.704,0
715311.4392,3000907.251,0
715302.1048,3000903.817,0
715292.7871,3000900.388,0
715283.4263,3000896.987,0
715274.1913,3000893.652,0
715264.8311,3000890.272,0
715255.5167,3000886.881,0
715246.2015,3000883.479,0
715236.837,3000880.057,0
715227.5796,3000876.64,0
715218.2534,3000873.183,0
715209.0376,3000869.773,0
715199.6652,3000866.348,0
715190.2542,3000862.92,0
715180.9319,3000859.529,0
715171.518,3000856.154,0
715162.2261,3000852.833,0
715152.9038,3000849.495,0
715143.5678,3000846.092,0
715134.3009,3000842.703,0
715124.9256,3000839.275,0
715115.6526,3000835.894,0
715106.2732,3000832.475,0
715096.9598,3000829.078,0
715087.6714,3000825.671,0
715078.3249,3000822.239,0
715069.0809,3000818.848,0
715059.7268,3000815.453,0
715050.4357,3000812.088,0
715041.1653,3000808.728,0
715031.8394,3000805.304,0
715022.5917,3000801.893,0
715013.2257,3000798.441,0
715003.9276,3000795.022,0
714994.5909,3000791.591,0
714985.2287,3000788.149,0
714975.972,3000784.74,0
714966.5892,3000781.28,0
714957.3267,3000777.866,0
714947.9544,3000774.426,0
714938.593,3000770.997,0
714929.2995,3000767.593,0
714919.939,3000764.104,0
714910.7299,3000760.637,0
714901.4292,3000757.134,0
714892.1186,3000753.683,0
714882.7689,3000750.259,0
714873.3187,3000746.798,0
714864.0134,3000743.385,0
714854.655,3000739.946,0
714845.3459,3000736.524,0
714836.0753,3000733.113,0
714826.7812,3000729.686,0
714817.5728,3000726.292,0
714808.2462,3000722.848,0
714798.9621,3000719.411,0
714789.613,3000715.95,0
714780.2484,3000712.464,0
714771.0048,3000708.984,0
714761.6409,3000705.457,0
714752.3538,3000701.967,0
714742.9865,3000698.463,0
714733.638,3000694.967,0
714724.3592,3000691.509,0
714714.922,3000688.039,0
714705.6374,3000684.626,0
714696.2929,3000681.184,0
714687.011,3000677.736,0
714677.7724,3000674.302,0
714668.446,3000670.842,0
714659.1547,3000667.42,0
714649.7805,3000663.971,0
714640.4616,3000660.539,0
714631.1668,3000657.089,0
714621.8021,3000653.607,0
714612.5083,3000650.153,0
714603.1651,3000646.689,0
714593.8918,3000643.255,0
714584.5928,3000639.812,0
714575.2679,3000636.384,0
714566.0344,3000632.999,0
714556.6471,3000629.559,0
714547.3939,3000626.163,0
714538.1093,3000622.751,0
714528.7823,3000619.324,0
714519.5165,3000615.914,0
714510.1394,3000612.457,0
714500.851,3000609.033,0
714491.5016,3000605.581,0
714482.1976,3000602.139,0
714472.9183,3000598.707,0
714463.5681,3000595.243,0
714454.3234,3000591.812,0
714445.0117,3000588.357,0
714435.7098,3000584.909,0
714426.4117,3000581.471,0
714417.0624,3000578.012,0
714407.7938,3000574.584,0
714398.4386,3000571.124,0
714389.1592,3000567.692,0
714379.892,3000564.242,0
714370.5851,3000560.739,0
714361.4053,3000557.283,0
714352.108,3000553.796,0
714342.8259,3000550.347,0
714333.526,3000546.892,0
714324.2369,3000543.449,0
714315.0239,3000540.073,0
714305.7262,3000536.665,0
714296.5112,3000533.298,0
714287.0912,3000529.907,0
714277.6691,3000526.521,0
714268.2931,3000523.169,0
714258.8653,3000519.942,0
714249.5237,3000516.776,1
714240.0715,3000513.584,1
714230.6284,3000510.556,1
714221.2011,3000507.585,1
714211.6989,3000504.594,1
714202.2148,3000501.869,1
714192.5867,3000499.217,1
714183.0286,3000496.584,1
714173.3331,3000494.159,1
714163.5322,3000491.863,1
714153.8429,3000489.594,1
714144.0361,3000487.526,1
714134.3443,3000485.691,1
714124.6486,3000483.855,1
714114.9116,3000482.109,1
714105.1525,3000480.499,1
714095.2895,3000478.872,1
714085.5112,3000477.395,1
714075.5821,3000476.268,1
714065.6767,3000475.144,1
714055.8248,3000474.086,1
714045.8679,3000473.301,1
714036.0129,3000472.538,1
714026.0868,3000471.816,1
714016.2677,3000471.445,1
714006.4623,3000471.137,0
713996.5095,3000470.811,0
713986.6446,3000470.333,0
713976.6567,3000469.801,0
713966.7153,3000469.275,0
713956.8303,3000468.927,0
713946.8361,3000468.645,0
713936.7854,3000468.361,0
713926.8493,3000468.103,0
713916.9735,3000467.856,0
713906.925,3000467.615,0
713897.0733,3000467.467,0
713887.1449,3000467.337,0
713876.9801,3000467.115,0
713867.0943,3000466.637,0
713856.7952,3000466.147,0
713846.9902,3000465.822,0
713836.4962,3000465.532,1
713826.2576,3000465.273,1
713815.7365,3000465.292,0
713805.6424,3000465.806,0
713795.5582,3000465.215,0
713785.2721,3000464.49,0
713775.268,3000463.86,1
713765.8095,3000463.514,1
713756.675,3000463.014,0
713747.0814,3000462.335,0
713737.4414,3000461.811,1
713727.7116,3000461.208,1
713718.4549,3000460.605,1
713708.7102,3000460.06,0
713698.8837,3000459.543,0
713688.8917,3000459.07,0
713678.8237,3000458.642,0
713668.853,3000458.203,0
713658.8144,3000457.731,0
713649.047,3000457.298,0
713639.1288,3000456.976,0
713629.4484,3000456.674,0
713619.6822,3000456.342,0
713609.8576,3000455.999,0
713600.1796,3000455.669,0
713590.2284,3000455.367,0
713580.4675,3000455.075,0
713570.7418,3000454.806,0
713560.8969,3000454.557,0
713551.2403,3000454.307,0
713541.3542,3000453.967,0
713531.5083,3000453.601,0
713521.6772,3000453.235,0
713511.7102,3000452.867,0
713501.9286,3000452.508,0
713492.0719,3000452.132,0
713482.1814,3000451.7,0
713472.3663,3000451.271,0
713462.567,3000450.842,0
713452.7211,3000450.419,0
713442.8265,3000449.992,0
713433.0588,3000449.579,0
713423.1745,3000449.191,0
713413.3011,3000448.805,0
713403.5003,3000448.404,0
713393.593,3000447.915,0
713383.7027,3000447.418,0
713373.6637,3000446.909,0
713363.6362,3000446.373,0
713353.7157,3000445.839,0
713343.7361,3000445.285,0
713333.7235,3000444.629,0
